NOG	EC	# Members assigned to this EC	# EC assigned proteins	# NOG members
ENOG410XPDD	2.1.1.125	68	68	158
ENOG410XPDM	2.7.11.1	50	50	239
ENOG410XPDN	2.7.11.1	128	128	278
ENOG410XPDU	3.6.4.-	41	41	286
ENOG410XPDW	3.1.3.48	1	1	6
ENOG410XPE3	3.2.1.20	1	1	355
ENOG410XPEC	3.5.1.28	1	1	21
ENOG410XPET	2.7.12.1	293	418	1250
ENOG410XPEY	4.2.1.17	2	2	100
ENOG410XPF1	3.2.1.22	150	184	741
ENOG410XPF9	2.3.1.48	14	14	91
ENOG410XPFC	3.1.21.4	1	1	9
ENOG410XPFH	6.3.2.19	1	1	288
ENOG410XPGC	1.4.99.1	96	96	141
ENOG410XPGJ	3.4.22.-	1	1	137
ENOG410XPGP	2.7.11.1	374	469	2214
ENOG410XPGU	2.7.1.78	1	1	233
ENOG410XPGV	3.2.1.51	77	77	458
ENOG410XPGZ	2.7.11.1	26	26	201
ENOG410XPH3	2.7.1.67	150	150	318
ENOG410XPH4	2.3.1.48	125	125	219
ENOG410XPH7	3.4.24.79	1	1	174
ENOG410XPH8	2.1.1.43	95	95	225
ENOG410XPHB	3.2.1.55	13	13	368
ENOG410XPHH	6.3.2.3	157	157	306
ENOG410XPHR	2.7.11.1	79	79	282
ENOG410XPHW	1.14.13.-	1	1	47
ENOG410XPHZ	1.3.2.3	1	1	250
ENOG410XPIC	3.7.1.17	4	7	236
ENOG410XPIK	2.7.1.69	1	1	3
ENOG410XPIR	2.7.11.22	247	249	933
ENOG410XPIR	2.7.11.23	246	249	933
ENOG410XPIU	2.7.-.-	1	1	214
ENOG410XPIW	3.1.1.23	1	1	658
ENOG410XPIY	5.5.1.19	52	74	119
ENOG410XPJ0	2.3.1.48	30	30	103
ENOG410XPJ3	3.4.15.1	155	177	402
ENOG410XPJA	6.3.5.7	2	2	5
ENOG410XPJA	6.3.5.6	2	2	5
ENOG410XPJZ	3.5.1.98	1	1	321
ENOG410XPKQ	3.4.11.5	231	231	336
ENOG410XPKV	6.3.2.19	2	2	5
ENOG410XPKZ	3.4.24.-	305	323	1274
ENOG410XPMA	2.4.1.-	1	2	36
ENOG410XPMA	2.-.-.-	1	2	36
ENOG410XPMC	2.1.1.37	2	2	4
ENOG410XPMK	2.4.1.41	484	484	1296
ENOG410XPMM	4.2.1.131	29	29	51
ENOG410XPMN	3.6.4.12	1	1	44
ENOG410XPMS	3.1.4.46	20	20	47
ENOG410XPMW	2.7.3.-	1	2	11
ENOG410XPMW	2.7.13.3	1	2	11
ENOG410XPN1	2.4.1.-	2	2	71
ENOG410XPN6	2.1.2.10	15	15	60
ENOG410XPN7	3.6.4.3	90	90	391
ENOG410XPNC	4.2.1.17	38	39	90
ENOG410XPNE	1.1.1.270	67	67	131
ENOG410XPNH	1.11.1.10	2	2	95
ENOG410XPNP	3.4.-.-	2	3	401
ENOG410XPNS	1.14.19.2	150	150	268
ENOG410XPNZ	1.1.1.275	10	10	76
ENOG410XPP3	2.7.11.22	467	480	1677
ENOG410XPP4	3.1.3.15	1	1	5
ENOG410XPP8	6.3.2.19	62	62	181
ENOG410XPPA	2.7.11.23	142	142	281
ENOG410XPPA	2.7.11.22	142	142	281
ENOG410XPPE	6.3.2.19	63	63	163
ENOG410XPPI	1.21.4.2	22	22	104
ENOG410XPPK	1.7.1.4	5	6	38
ENOG410XPPM	2.4.1.265	106	106	212
ENOG410XPPQ	1.14.13.82	2	2	29
ENOG410XPPX	1.3.99.-	11	13	53
ENOG410XPQ0	3.4.22.-	219	219	450
ENOG410XPQ7	2.3.1.133	17	17	98
ENOG410XPQ8	3.4.25.1	158	158	315
ENOG410XPQ9	2.1.2.10	19	19	35
ENOG410XPQC	1.3.99.-	41	42	91
ENOG410XPQG	1.1.5.2	1	1	33
ENOG410XPQH	1.2.-.-	1	1	3
ENOG410XPQM	2.1.1.17	61	61	88
ENOG410XPQN	2.7.11.1	65	66	185
ENOG410XPQQ	2.7.11.11	287	376	875
ENOG410XPQU	6.3.2.19	120	120	325
ENOG410XPQV	6.3.2.19	152	152	270
ENOG410XPQW	1.1.1.1	2	3	186
ENOG410XPR8	2.1.1.-	53	53	121
ENOG410XPRC	2.7.10.2	40	42	201
ENOG410XPRC	2.7.11.1	27	42	201
ENOG410XPRD	3.1.3.5	101	101	264
ENOG410XPRJ	2.1.1.242	181	181	308
ENOG410XPRW	2.3.1.176	82	122	261
ENOG410XPRX	2.4.1.41	91	91	227
ENOG410XPS4	4.2.1.18	1	1	52
ENOG410XPSI	1.-.-.-	1	1	10
ENOG410XPSP	2.4.1.145	34	34	89
ENOG410XPSP	2.4.1.201	34	34	89
ENOG410XPSW	3.1.4.11	392	392	1322
ENOG410XPTE	6.3.2.-	93	93	140
ENOG410XPTP	1.1.1.30	317	339	662
ENOG410XPTU	3.1.3.-	62	94	985
ENOG410XPTZ	3.5.4.4	45	45	57
ENOG410XPUQ	2.7.13.3	50	50	85
ENOG410XPUU	2.1.1.-	1	1	235
ENOG410XPUY	1.5.8.3	2	3	13
ENOG410XPUZ	3.4.14.11	72	72	150
ENOG410XPV0	2.4.1.145	70	70	142
ENOG410XPVC	3.1.1.3	2	2	40
ENOG410XPVF	3.1.3.16	200	200	367
ENOG410XPVG	1.7.2.6	11	11	92
ENOG410XPVK	2.4.-.-	20	20	36
ENOG410XPVQ	1.14.13.81	85	85	143
ENOG410XPVX	2.7.10.1	71	71	270
ENOG410XPVY	6.3.2.19	5	5	5
ENOG410XPVZ	3.1.4.50	5	5	747
ENOG410XPW2	3.1.11.-	12	12	51
ENOG410XPWD	2.4.1.-	13	13	200
ENOG410XPWQ	3.1.1.47	55	55	120
ENOG410XPWS	2.4.1.-	121	121	216
ENOG410XPWU	4.2.1.96	2	2	5
ENOG410XPWW	1.14.11.-	18	18	164
ENOG410XPWX	2.7.11.1	126	129	492
ENOG410XPX2	1.4.1.16	76	76	209
ENOG410XPX4	2.1.1.2	15	15	43
ENOG410XPXD	3.2.2.19	33	33	119
ENOG410XPXE	3.1.4.11	75	75	179
ENOG410XPY6	1.1.1.100	3	5	75
ENOG410XPY8	1.4.3.-	1	1	45
ENOG410XPYC	3.6.4.13	94	95	189
ENOG410XPYE	3.6.4.13	1	1	444
ENOG410XPYF	2.4.1.143	49	49	126
ENOG410XPYH	3.4.11.-	1	1	53
ENOG410XPYJ	3.6.4.12	1	1	132
ENOG410XPYJ	3.1.-.-	1	1	132
ENOG410XPYK	3.6.3.1	338	339	858
ENOG410XPYM	2.5.1.18	120	120	182
ENOG410XPYN	3.2.1.26	1	1	188
ENOG410XPYP	1.2.1.50	6	7	72
ENOG410XPYY	3.6.1.13	52	52	132
ENOG410XPZD	3.4.23.-	90	90	241
ENOG410XPZT	3.2.1.35	90	90	313
ENOG410XQ0A	6.-.-.-	5	5	136
ENOG410XQ0C	2.7.11.-	46	47	573
ENOG410XQ0D	2.7.11.1	94	143	603
ENOG410XQ0M	6.3.2.19	1	1	72
ENOG410XQ0Z	2.1.1.-	47	47	97
ENOG410XQ1G	1.21.4.2	6	6	68
ENOG410XQ1G	1.21.4.3	4	6	68
ENOG410XQ1G	1.21.4.4	4	6	68
ENOG410XQ1J	4.2.2.-	2	2	18
ENOG410XQ1S	3.6.4.-	105	105	190
ENOG410XQ2E	6.3.2.-	151	151	729
ENOG410XQ2G	1.9.3.1	12	12	16
ENOG410XQ2K	2.7.11.1	2	2	36
ENOG410XQ2M	3.4.24.13	1	1	138
ENOG410XQ2Q	3.1.1.53	170	170	368
ENOG410XQ2X	2.8.2.20	63	63	215
ENOG410XQ3G	2.5.1.59	1	1	202
ENOG410XQ3G	2.5.1.58	1	1	202
ENOG410XQ3U	3.3.1.1	1	1	123
ENOG410XQ4C	1.3.8.7	1	2	393
ENOG410XQ4C	1.3.99.-	1	2	393
ENOG410XQ4F	2.1.1.72	1	1	8
ENOG410XQ4J	1.13.99.1	129	129	263
ENOG410XQ4S	1.21.4.3	10	10	72
ENOG410XQ4S	1.21.4.2	10	10	72
ENOG410XQ4S	1.21.4.4	10	10	72
ENOG410XQ4V	6.3.2.19	54	54	119
ENOG410XQ4Y	2.1.1.37	54	55	180
ENOG410XQ50	2.7.11.22	189	189	568
ENOG410XQ52	2.4.1.83	1	1	6
ENOG410XQ54	1.14.11.27	1	1	2019
ENOG410XQ5A	2.7.12.2	296	300	874
ENOG410XQ5D	3.4.24.-	278	451	1777
ENOG410XQ5G	6.3.2.19	100	100	222
ENOG410XQ5S	1.1.1.100	34	34	45
ENOG410XQ5W	1.1.1.1	13	13	50
ENOG410XQ67	2.7.11.1	111	111	263
ENOG410XQ6H	3.4.21.-	1	1	99
ENOG410XQ6Q	4.1.-.-	1	1	310
ENOG410XQ6S	6.3.2.19	34	34	71
ENOG410XQ6Y	3.5.1.23	36	36	89
ENOG410XQ7D	2.5.1.16	11	11	47
ENOG410XQ7J	3.1.2.15	1	1	192
ENOG410XQ7W	6.3.2.19	71	71	136
ENOG410XQ81	3.1.2.15	273	273	551
ENOG410XQ8I	1.14.11.-	1	1	519
ENOG410XQ8K	3.1.21.4	4	4	79
ENOG410XQ8T	6.2.1.-	132	147	589
ENOG410XQ8V	2.4.1.-	74	143	551
ENOG410XQ92	3.1.2.15	216	216	609
ENOG410XQ97	2.7.11.1	1	1	48
ENOG410XQA6	2.7.3.-	1	1	37
ENOG410XQA9	2.7.11.1	63	63	151
ENOG410XQAD	3.6.1.23	2	2	522
ENOG410XQAI	2.7.10.1	65	65	249
ENOG410XQAM	2.8.2.1	3	5	34
ENOG410XQAP	3.2.1.123	1	1	121
ENOG410XQAT	2.7.1.-	47	47	66
ENOG410XQAV	3.1.3.5	50	50	329
ENOG410XQB4	5.2.1.8	120	120	265
ENOG410XQB5	1.1.1.100	2	2	4
ENOG410XQBG	2.7.11.1	1	1	96
ENOG410XQBP	2.7.11.21	211	212	638
ENOG410XQBS	2.1.1.-	1	1	134
ENOG410XQBW	4.2.2.2	1	1	161
ENOG410XQBX	1.4.99.1	10	12	14
ENOG410XQC0	2.7.11.1	152	206	765
ENOG410XQCB	1.3.1.87	28	33	47
ENOG410XQCE	1.17.1.8	24	24	51
ENOG410XQCR	1.14.11.-	54	54	289
ENOG410XQCX	3.2.1.28	1	2	113
ENOG410XQCX	3.2.1.-	1	2	113
ENOG410XQCY	1.1.1.10	44	51	180
ENOG410XQD2	1.14.14.-	12	12	21
ENOG410XQD8	2.4.1.101	62	62	148
ENOG410XQD9	4.2.1.70	1	1	4
ENOG410XQDD	3.1.4.17	108	109	342
ENOG410XQDH	2.7.11.22	160	162	401
ENOG410XQDH	2.7.11.23	132	162	401
ENOG410XQDK	1.18.1.2	1	1	14
ENOG410XQDM	6.-.-.-	158	256	927
ENOG410XQDN	3.4.-.-	1	1	157
ENOG410XQDR	1.14.11.16	32	34	713
ENOG410XQE5	3.6.4.13	138	139	266
ENOG410XQEG	1.-.-.-	1	1	55
ENOG410XQEK	3.6.3.17	1	1	78
ENOG410XQEM	1.3.1.-	24	40	294
ENOG410XQEN	3.1.1.73	93	93	266
ENOG410XQEZ	2.3.2.13	152	152	417
ENOG410XQF2	2.7.12.1	171	179	603
ENOG410XQF4	1.14.15.3	91	94	194
ENOG410XQFD	2.7.11.1	36	60	653
ENOG410XQFE	4.1.2.13	1	1	20
ENOG410XQFM	2.7.10.1	33	33	144
ENOG410XQFR	1.3.99.-	4	5	59
ENOG410XQFU	1.5.99.11	5	5	182
ENOG410XQFW	3.2.1.55	1	1	43
ENOG410XQG2	1.14.18.1	1	1	12
ENOG410XQGD	2.4.1.182	31	31	70
ENOG410XQGI	3.8.1.5	24	25	278
ENOG410XQGS	2.7.11.25	199	341	1971
ENOG410XQGV	2.3.1.-	3	4	46
ENOG410XQGW	1.5.3.1	45	45	90
ENOG410XQGX	2.1.1.-	1	1	70
ENOG410XQGY	2.7.1.-	2	3	260
ENOG410XQH3	1.1.1.100	77	79	130
ENOG410XQHB	2.7.1.-	1	1	12
ENOG410XQHE	1.13.11.52	110	110	222
ENOG410XQHR	3.1.3.48	20	20	38
ENOG410XQHS	1.5.3.17	2	3	39
ENOG410XQI4	2.4.1.-	2	2	136
ENOG410XQI6	1.3.1.72	1	1	71
ENOG410XQIE	4.2.1.40	4	4	8
ENOG410XQIG	6.3.2.2	129	129	235
ENOG410XQIZ	2.7.11.1	23	23	46
ENOG410XQJ1	3.13.1.1	78	78	138
ENOG410XQJ3	5.1.3.17	47	47	120
ENOG410XQJC	3.6.3.21	1	1	12
ENOG410XQJH	2.7.7.49	81	81	166
ENOG410XQJR	1.3.1.-	1	1	25
ENOG410XQK1	2.4.1.267	101	101	220
ENOG410XQK2	1.2.1.3	1	1	53
ENOG410XQKB	3.4.21.-	21	21	59
ENOG410XQKG	2.3.1.9	26	26	66
ENOG410XQKI	3.4.19.9	77	77	220
ENOG410XQKY	2.5.1.-	6	6	13
ENOG410XQKY	2.5.1.74	6	6	13
ENOG410XQKZ	1.-.-.-	2	3	186
ENOG410XQM4	1.13.11.20	89	89	182
ENOG410XQM7	3.7.1.16	1	1	2
ENOG410XQM7	1.17.1.7	1	1	2
ENOG410XQM8	2.1.1.33	1	1	306
ENOG410XQMM	1.5.3.1	206	207	353
ENOG410XQMQ	2.7.7.48	47	53	418
ENOG410XQMZ	3.2.1.24	118	194	595
ENOG410XQN2	3.6.4.12	27	27	59
ENOG410XQN4	3.1.1.-	105	105	298
ENOG410XQN4	2.8.2.-	105	105	298
ENOG410XQNC	2.7.3.-	1	1	16
ENOG410XQNN	3.5.2.6	11	19	147
ENOG410XQP4	1.5.1.-	30	30	39
ENOG410XQPC	2.7.1.33	4	4	7
ENOG410XQPS	6.3.2.-	102	102	156
ENOG410XQPZ	3.1.4.-	109	109	232
ENOG410XQQ0	3.1.2.15	330	330	657
ENOG410XQQ4	2.7.13.3	5	7	116
ENOG410XQQ5	3.6.1.-	1	1	34
ENOG410XQQC	3.6.4.13	85	85	181
ENOG410XQQI	1.3.1.45	6	9	268
ENOG410XQQN	2.4.1.50	63	63	213
ENOG410XQR9	5.5.1.19	44	44	74
ENOG410XQRC	2.4.1.83	248	249	445
ENOG410XQRD	2.7.1.67	1	1	6
ENOG410XQRP	3.4.25.1	201	201	387
ENOG410XQRX	2.7.11.13	1	1	569
ENOG410XQS8	3.6.4.13	123	131	325
ENOG410XQSG	1.1.1.219	152	155	373
ENOG410XQSQ	6.3.5.7	1	1	5
ENOG410XQSQ	6.3.5.6	1	1	5
ENOG410XQSY	3.6.3.8	1	1	3
ENOG410XQT0	2.7.11.30	176	176	515
ENOG410XQTI	2.3.1.-	1	1	56
ENOG410XQTT	3.1.1.61	1	2	90
ENOG410XQTT	6.3.4.2	1	2	90
ENOG410XQTV	2.7.11.1	18	18	92
ENOG410XQU7	3.6.4.13	172	173	431
ENOG410XQU8	3.4.18.1	2	2	11
ENOG410XQUG	2.1.1.-	2	2	133
ENOG410XQUR	3.2.2.-	54	54	98
ENOG410XQUT	1.13.11.4	1	1	7
ENOG410XQUU	3.6.3.17	5	5	5
ENOG410XQVB	2.7.1.107	224	224	659
ENOG410XQVS	2.3.1.28	1	1	415
ENOG410XQVT	1.14.-.-	169	169	321
ENOG410XQVZ	2.4.1.119	1	1	252
ENOG410XQW0	1.5.3.16	26	45	258
ENOG410XQW2	2.5.1.18	3	3	85
ENOG410XQWB	3.4.24.81	69	118	308
ENOG410XQWE	3.5.1.23	69	71	307
ENOG410XQWV	2.7.1.-	1	1	952
ENOG410XQWY	1.4.3.3	1	1	37
ENOG410XQWZ	2.7.11.1	118	118	557
ENOG410XQX1	1.3.7.2	18	18	33
ENOG410XQX3	2.4.1.245	45	45	62
ENOG410XQX6	3.1.3.48	33	33	561
ENOG410XQXR	1.1.1.100	23	24	40
ENOG410XQXU	1.14.11.27	109	109	469
ENOG410XQXZ	3.5.1.56	2	2	109
ENOG410XQY2	4.6.1.1	1	1	47
ENOG410XQY6	2.4.1.-	1	1	14
ENOG410XQY7	2.7.4.3	2	2	20
ENOG410XQYG	3.2.1.52	68	68	212
ENOG410XQYH	2.1.1.-	321	321	798
ENOG410XQYS	3.1.3.5	25	25	79
ENOG410XQYV	2.4.1.223	24	26	147
ENOG410XQYW	2.7.1.37	1	1	2
ENOG410XQZ3	2.7.11.13	80	82	236
ENOG410XQZ4	3.1.4.4	72	74	312
ENOG410XQZE	2.7.11.25	87	91	212
ENOG410XQZR	6.3.2.19	39	39	171
ENOG410XR01	2.7.11.1	211	213	835
ENOG410XR02	6.3.2.-	89	89	347
ENOG410XR0E	2.4.1.10	49	49	81
ENOG410XR0N	3.4.21.-	1	1	50
ENOG410XR0Q	2.7.13.3	80	80	167
ENOG410XR0T	1.14.14.5	103	108	185
ENOG410XR14	1.3.99.-	2	2	19
ENOG410XR15	3.6.4.13	123	125	255
ENOG410XR1H	3.4.24.-	2	2	18
ENOG410XR1Q	2.7.11.1	157	158	442
ENOG410XR22	3.2.-.-	30	30	38
ENOG410XR24	1.6.5.5	2	2	20
ENOG410XR2A	1.3.99.-	2	3	9
ENOG410XR2M	3.6.3.-	1	1	298
ENOG410XR2N	1.14.11.-	16	16	40
ENOG410XR2Q	1.3.99.-	16	16	27
ENOG410XR2S	1.3.1.93	152	152	311
ENOG410XR2Z	3.4.17.21	16	16	31
ENOG410XR35	3.6.3.21	1	1	207
ENOG410XR38	2.4.1.260	102	102	209
ENOG410XR3T	2.-.-.-	10	10	15
ENOG410XR3V	3.6.4.13	44	44	119
ENOG410XR44	3.5.4.1	1	1	2
ENOG410XR4H	3.1.26.5	1	1	170
ENOG410XR4K	1.2.7.-	15	15	28
ENOG410XR51	4.2.2.2	11	21	25
ENOG410XR5B	2.7.11.1	22	23	466
ENOG410XR5Q	4.1.1.90	39	41	143
ENOG410XR61	3.5.99.6	1	1	3
ENOG410XR69	1.14.11.-	85	85	185
ENOG410XR6K	1.3.1.25	51	51	72
ENOG410XR6K	1.3.1.-	51	51	72
ENOG410XR6N	2.7.11.1	49	49	154
ENOG410XR6W	3.1.-.-	1	1	2471
ENOG410XR72	3.1.1.4	134	236	554
ENOG410XR7A	5.-.-.-	1	1	88
ENOG410XR7D	2.3.1.88	143	143	336
ENOG410XR7X	3.4.25.1	157	157	304
ENOG410XR88	2.7.10.1	1	1	612
ENOG410XR89	1.14.17.1	43	43	313
ENOG410XR8T	4.2.1.84	74	74	118
ENOG410XR8Z	4.1.1.37	1	1	147
ENOG410XR9G	3.6.3.17	1	1	5
ENOG410XR9J	1.14.11.-	194	194	619
ENOG410XR9Z	3.1.-.-	38	55	248
ENOG410XRAE	6.3.2.19	25	25	345
ENOG410XRAI	1.10.99.3	14	14	27
ENOG410XRAQ	2.7.11.24	51	51	111
ENOG410XRAZ	3.6.4.13	155	156	301
ENOG410XRBH	2.7.11.1	200	203	1062
ENOG410XRBV	3.4.21.96	1	1	88
ENOG410XRBW	3.6.3.21	1	2	3
ENOG410XRBW	3.6.3.-	1	2	3
ENOG410XRC5	6.3.2.19	149	149	289
ENOG410XRC8	3.4.21.-	1	1	1041
ENOG410XRCA	3.6.3.-	188	188	556
ENOG410XRCG	2.1.1.-	1	1	250
ENOG410XRCH	6.3.2.19	17	17	59
ENOG410XRCK	1.3.99.-	3	5	97
ENOG410XRD2	3.6.3.17	15	15	20
ENOG410XRDM	1.4.3.3	2	2	30
ENOG410XRDY	2.4.1.-	127	127	233
ENOG410XRE0	2.7.11.1	24	24	53
ENOG410XREN	2.1.1.-	3	4	9
ENOG410XREP	4.1.1.31	21	21	28
ENOG410XRER	3.6.4.-	17	17	165
ENOG410XRET	6.3.2.19	128	128	268
ENOG410XREV	3.8.1.5	1	1	58
ENOG410XRF8	2.5.1.18	65	65	80
ENOG410XRFI	3.1.1.-	62	62	397
ENOG410XRFJ	3.2.1.81	6	6	81
ENOG410XRFR	2.3.1.-	44	44	68
ENOG410XRG4	2.7.1.23	1	1	61
ENOG410XRGC	2.4.2.-	1	1	18
ENOG410XRGV	2.5.1.26	1	1	4
ENOG410XRGX	3.6.1.-	7	8	357
ENOG410XRH5	3.2.1.2	24	24	86
ENOG410XRHU	2.5.1.18	2	2	5
ENOG410XRI7	3.1.4.17	291	450	1441
ENOG410XRI9	3.6.4.12	27	27	137
ENOG410XRIK	2.7.10.1	22	22	47
ENOG410XRIX	6.3.2.8	3	3	13
ENOG410XRJ2	1.14.13.-	47	73	88
ENOG410XRJF	1.14.11.-	76	78	176
ENOG410XRJI	2.3.1.48	21	21	335
ENOG410XRJM	1.1.3.6	25	25	35
ENOG410XRJT	3.6.3.21	1	1	3
ENOG410XRJV	3.4.24.-	4	4	10
ENOG410XRK4	3.4.14.4	130	130	358
ENOG410XRK5	3.6.3.17	1	1	59
ENOG410XRK6	2.4.1.-	151	151	338
ENOG410XRK8	3.1.3.26	47	92	159
ENOG410XRK8	3.1.3.2	47	92	159
ENOG410XRKF	3.2.1.4	1	1	51
ENOG410XRM0	6.3.2.19	85	85	454
ENOG410XRM3	6.3.2.19	42	42	132
ENOG410XRMB	2.7.4.-	3	3	35
ENOG410XRME	3.1.1.4	3	4	781
ENOG410XRMJ	2.7.11.1	458	811	4380
ENOG410XRMU	2.7.11.10	126	126	294
ENOG410XRN0	4.1.1.50	150	150	313
ENOG410XRN3	3.4.11.18	1	1	273
ENOG410XRN8	2.7.1.168	5	5	5
ENOG410XRNH	3.6.1.-	1	1	286
ENOG410XRNU	3.4.22.40	19	19	106
ENOG410XRNY	2.4.2.-	64	109	593
ENOG410XRP5	2.7.13.3	1	1	61
ENOG410XRPD	1.-.-.-	2	3	73
ENOG410XRPE	4.2.2.-	1	1	53
ENOG410XRPP	3.2.1.40	1	1	133
ENOG410XRQ6	2.7.11.1	63	64	397
ENOG410XRQ9	3.1.4.17	1	1	97
ENOG410XRQC	1.1.1.100	27	38	293
ENOG410XRQJ	3.5.2.7	1	1	58
ENOG410XRQK	3.4.24.13	1	1	160
ENOG410XRQU	2.7.13.3	1	1	98
ENOG410XRQV	1.20.4.1	16	17	48
ENOG410XRQX	1.3.99.-	70	90	398
ENOG410XRR8	1.1.1.-	4	5	318
ENOG410XRRA	2.7.11.17	1	2	14
ENOG410XRRA	2.7.11.18	1	2	14
ENOG410XRRF	1.13.11.2	2	2	10
ENOG410XRRQ	2.7.12.1	124	124	240
ENOG410XRRY	2.5.1.2	3	3	6
ENOG410XRS9	1.11.1.-	1	1	19
ENOG410XRSI	5.4.99.1	4	4	102
ENOG410XRSK	2.4.1.52	1	1	124
ENOG410XRSQ	3.4.25.1	1	1	2294
ENOG410XRSV	1.7.2.1	1	1	50
ENOG410XRT3	1.13.11.52	32	32	56
ENOG410XRT8	2.7.11.1	97	99	369
ENOG410XRTE	3.2.1.18	1	1	60
ENOG410XRU3	3.4.22.68	1	1	274
ENOG410XRUB	2.7.3.-	2	3	62
ENOG410XRUD	2.1.1.-	119	119	270
ENOG410XRUF	2.7.7.7	43	43	113
ENOG410XRUH	3.1.3.18	3	3	3
ENOG410XRV3	1.-.-.-	4	5	175
ENOG410XRVI	4.1.2.44	39	39	53
ENOG410XRVP	2.7.13.3	13	13	36
ENOG410XRVV	1.3.3.4	2	2	12
ENOG410XRW4	3.1.1.47	6	6	227
ENOG410XRW9	2.1.1.-	1	2	12881
ENOG410XRW9	3.6.4.13	1	2	12881
ENOG410XRWF	3.1.4.-	26	26	157
ENOG410XRWM	3.6.4.13	119	120	233
ENOG410XRWS	1.1.99.28	2	3	35
ENOG410XRWT	2.3.1.199	227	227	1002
ENOG410XRWX	6.3.2.19	3	3	569
ENOG410XRXH	1.-.-.-	4	4	32
ENOG410XRXN	2.4.1.-	46	46	84
ENOG410XRY0	3.5.1.28	5	5	33
ENOG410XRY1	2.7.1.17	2	2	2
ENOG410XRY6	3.-.-.-	87	87	255
ENOG410XRY7	1.1.1.100	15	17	111
ENOG410XRYT	3.1.3.29	1	1	103
ENOG410XRYX	4.3.3.7	83	89	135
ENOG410XRZ9	1.1.1.-	1	1	122
ENOG410XRZB	4.2.2.17	7	7	19
ENOG410XRZN	6.3.2.19	36	36	86
ENOG410XRZZ	1.-.-.-	10	11	46
ENOG410XS03	3.6.4.13	130	130	244
ENOG410XS0B	2.7.11.1	71	74	328
ENOG410XS0C	3.2.1.14	1	1	160
ENOG410XS0J	1.1.3.9	3	3	84
ENOG410XS0X	1.14.17.3	41	41	181
ENOG410XS11	3.1.21.4	2	2	40
ENOG410XS1H	6.3.2.19	69	69	574
ENOG410XS1M	2.7.11.1	176	176	452
ENOG410XS1X	5.3.1.-	1	1	21
ENOG410XS22	2.1.1.72	2	2	5
ENOG410XS23	3.4.25.1	172	172	349
ENOG410XS2A	1.4.9.1	13	13	23
ENOG410XS2H	3.1.4.17	1	1	5
ENOG410XS2M	1.1.1.1	1	1	4
ENOG410XS2R	1.14.14.5	1	1	35
ENOG410XS2V	1.3.99.-	8	15	78
ENOG410XS2X	5.3.99.3	76	76	154
ENOG410XS2Z	2.7.11.30	132	132	378
ENOG410XS3J	2.1.2.1	1	1	493
ENOG410XS3N	1.5.1.28	3	3	145
ENOG410XS4Q	1.1.1.100	135	138	228
ENOG410XS4R	2.7.13.3	219	221	493
ENOG410XS4T	3.6.1.6	57	57	131
ENOG410XS5G	4.2.2.3	14	15	47
ENOG410XS5J	1.14.11.2	364	391	1101
ENOG410XS5R	6.3.2.19	59	59	116
ENOG410XS5X	3.2.1.11	1	1	35
ENOG410XS5Z	2.1.1.43	2	2	53
ENOG410XS63	3.6.3.-	7	8	365
ENOG410XS64	3.1.2.-	43	43	68
ENOG410XS6F	3.2.1.24	1	1	442
ENOG410XS6H	4.99.1.3	1	1	16
ENOG410XS6P	1.3.1.22	108	110	335
ENOG410XS6Q	2.5.1.18	17	17	23
ENOG410XS6S	6.3.2.-	1	1	28
ENOG410XS70	2.1.1.-	6	6	7
ENOG410XS73	1.1.1.100	1	1	13
ENOG410XS7A	2.3.1.20	16	16	287
ENOG410XS7H	2.7.8.29	57	103	273
ENOG410XS7R	1.2.1.-	169	171	832
ENOG410XS7T	2.1.1.244	144	220	1608
ENOG410XS7W	1.14.14.12	40	44	137
ENOG410XS81	6.3.2.19	178	178	376
ENOG410XS84	1.4.3.4	5	5	31
ENOG410XS8P	1.14.15.3	3	3	20
ENOG410XS8Y	2.4.1.222	74	74	167
ENOG410XS94	1.14.18.1	12	12	56
ENOG410XS9D	3.1.13.4	80	80	339
ENOG410XSA2	2.4.1.-	1	1	59
ENOG410XSA9	2.7.3.-	1	1	3
ENOG410XSAA	1.11.1.11	12	12	26
ENOG410XSAE	2.1.1.-	31	33	147
ENOG410XSAG	3.4.24.36	84	137	471
ENOG410XSB5	2.7.11.1	3	3	8
ENOG410XSB9	3.2.1.81	1	1	13
ENOG410XSBE	3.4.-.-	1	2	76
ENOG410XSBE	3.2.1.-	1	2	76
ENOG410XSBI	3.2.1.-	1	1	48
ENOG410XSC4	3.2.1.1	1	1	6
ENOG410XSC8	3.4.25.1	160	160	287
ENOG410XSCB	2.7.1.107	63	63	181
ENOG410XSCD	3.4.11.5	1	2	48
ENOG410XSCD	3.1.1.3	1	2	48
ENOG410XSCK	5.2.1.8	1	1	299
ENOG410XSCX	2.4.-.-	1	1	188
ENOG410XSD8	2.7.13.3	3	4	16
ENOG410XSDD	2.7.3.-	1	1	116
ENOG410XSDN	5.3.1.12	3	3	30
ENOG410XSER	3.5.1.106	20	20	44
ENOG410XSEW	4.4.1.5	1	1	275
ENOG410XSEX	3.5.3.8	5	5	36
ENOG410XSF2	2.7.1.158	58	58	142
ENOG410XSF4	3.1.3.48	1	1	76
ENOG410XSFN	4.2.3.130	38	38	60
ENOG410XSFU	3.4.21.-	1	2	151
ENOG410XSFU	3.-.-.-	1	2	151
